Brand	Model	URL	Type	Nominal diameter [″]	Nominal diameter [mm]	SPL 1W [dB]	fs [Hz]	Qms	Qes	Qts	xmax [mm]	Power [W]	Pmax [W]	Z [Ω]	Re [Ω]	Le [mH]	Sd [cm²]	Mms [g]	Mmd [g]	Cms [µm/N]	Vas [L]	Rms [N·s/m]
HELIX	IK W8	loudspeakerdatabase.com/HELIX/IK_W8	Subwoofer	8	200	84.8	37.0	3.56	0.46	0.41	8.0	300	600	2	3.3		219.0	69	66.6	262	17	4.54
HELIX	K 10W	loudspeakerdatabase.com/HELIX/K_10W	Subwoofer	10	250	87.3	36.0	4.50	0.43	0.39	8.0	300	600	2	3.2		333.0	91	86.5	218	34	4.56
HELIX	K 12W	loudspeakerdatabase.com/HELIX/K_12W	Subwoofer	12	300	88.6	32.0	3.70	0.46	0.41	8.0	300	600	2	3.2		515.0	134	125.5	179	66	7.33
HELIX	K 8W	loudspeakerdatabase.com/HELIX/K_8W	Subwoofer	8	200	84.8	37.0	3.56	0.46	0.41	8.0	300	600	2	3.3		219.0	69	66.6	262	17	4.54
HELIX	P 3M	loudspeakerdatabase.com/HELIX/P_3M	Mid-range	3	75	85.2	130	4.72	0.50	0.45	2.0	75	150	4	3.3		30.0	3.7	3.6	415	0.54	0.63
HELIX	P 5B	loudspeakerdatabase.com/HELIX/P_5B	Mid Bass	5	130	87.1	71.0	5.82	0.47	0.44	3.0	80	160	4	3.5		79.0	9.6	9.1	522	4.5	0.73
HELIX	P 6B	loudspeakerdatabase.com/HELIX/P_6B	Mid Bass	6.5	165	88.0	56.0	5.48	0.54	0.49	3.0	100	200	4	3.5		129.0	14.3	13.2	571	13.2	0.91
HELIX	S 3M	loudspeakerdatabase.com/HELIX/S_3M	Mid-range	3	75	86.0	130	4.47	0.48	0.43	2.0	75	150	4	3.2		32.0	3.8	3.7	396	0.57	0.69
HELIX	S 4B	loudspeakerdatabase.com/HELIX/S_4B	Mid Bass	4	100	86.9	120	4.24	1.11	0.88	3.0	70	140	4	3.4		61.0	5.9	5.6	232	1.2	1.19
HELIX	S 6B	loudspeakerdatabase.com/HELIX/S_6B	Mid Bass	6.5	165	87.2	67.0	3.87	0.96	0.77	3.0	100	200	4	3.4		141.0	14.8	13.6	370	10.3	1.64
Hertz	C 165	loudspeakerdatabase.com/Hertz/C_165	Woofer	6.5	165	87.7	60.0	3.90	0.69	0.59	3.5	70	210	4	3.2	0.2	135.3	13.9	12.7	510	13.24	1.34
Hertz	C 165 F	loudspeakerdatabase.com/Hertz/C165F	Woofer	6.5	165	88.4	80.0	3.40	1.00	0.80	3.2	70	180	4	2.7	0.15	141.7	12	10.8	330	9.4	1.77
Hertz	C 165 L	loudspeakerdatabase.com/Hertz/C165L	Woofer	6.5	165	87.6	60.0	3.80	0.70	0.60	5.1	80	240	4	3.2	0.23	136.1	14.2	13	520	13.66	1.41
Hertz	CPK 165 PRO	loudspeakerdatabase.com/Hertz/CPK_165_PRO	2 Way Kit	6.5	165	87.7	60.0	4.30	0.66	0.57	3.9	105	315	4	3.3	0.3	135.7	15.4	14.2	440	11.5	1.35
Hertz	CPX 165 PRO	loudspeakerdatabase.com/Hertz/CPX_165_PRO	2 Way	6.5	165	87.7	60.0	4.10	0.64	0.55	3.9	95	285	4	3.3	0.29	133.0	14.6	13.5	470	11.8	1.34
Hertz	CPX 690 PRO	loudspeakerdatabase.com/Hertz/CPX_690_PRO	3 Way	6	152	89.3	60.0	3.50	0.74	0.61	5.0	120	360	4	3.1	0.57	232.3	25	23.4	280	21.43	2.69
Hertz	CS 200 S4	loudspeakerdatabase.com/Hertz/CS_200_S4	Subwoofer	8	200	83.9	40.0	5.00	0.58	0.52	9.0	150	300	4	3.3	1.7	214.5	76.8	74.4	210	13.7	3.86
Hertz	CS 250 S2	loudspeakerdatabase.com/Hertz/CS_250_S2	Subwoofer	10	250	84.6	30.0	9.40	0.52	0.49	12.5	300	600	2	2.2	2.38	364.3	166	160.9	170	32	3.33
Hertz	CS 250 S4	loudspeakerdatabase.com/Hertz/CS_250_S4	Subwoofer	10	250	84.7	30.0	9.40	0.56	0.52	12.5	300	600	4	3.6	3.33	367.6	154	148.8	180	34.5	3.09
Hertz	CS 300 S2	loudspeakerdatabase.com/Hertz/CS_300_S2	Subwoofer	12	300	86.5	25.0	7.20	0.49	0.46	12.5	350	700	2	2.2	2.8	554.6	205	195.8	200	87.25	4.47
Hertz	CS 300 S4	loudspeakerdatabase.com/Hertz/CS_300_S4	Subwoofer	12	300	86.7	25.0	7.20	0.50	0.47	12.5	350	700	4	3.6	3.64	560.0	193	183.7	210	93.42	4.21
Hertz	CX 100	loudspeakerdatabase.com/Hertz/CX_100	2 Way	4	100	86.5	100	3.10	0.94	0.72	2.3	40	80	4	3.2	0.18	58.7	5.1	4.8	380	1.86	1.03
Hertz	CX 130	loudspeakerdatabase.com/Hertz/CX_130	2 Way	5	130	88.4	80.0	3.50	0.67	0.56	3.1	50	100	4	3.2	0.18	95.0	7.6	7	500	13.5	1.09
Hertz	CX 165	loudspeakerdatabase.com/Hertz/CX_165	2 Way	6.5	165	88.0	65.0	3.40	0.73	0.60	3.5	70	140	4	3.2	0.21	136.7	13.3	12.1	460	12.2	1.6
Hertz	CX 570	loudspeakerdatabase.com/Hertz/CX_570	2 Way	5	221	89.2	70.0	3.30	0.83	0.67	3.5	70	140	4	3.3	0.2	152.0	13	11.4	340	11.1	1.73
Hertz	CX 690	loudspeakerdatabase.com/Hertz/CX_690	3 Way	6	238	89.2	70.0	3.30	0.83	0.67	3.5	100	200	4	3.3	0.2	151.7	13	11.4	340	11.1	1.73
Hertz	DCX 100.3	loudspeakerdatabase.com/Hertz/DCX_100.3	2 Way	4	100	86.3	115	4.33	0.96	0.79	1.5	30	60	4	3.3		56.2	5	4.7	380	1.7	0.83
Hertz	DCX 130.3	loudspeakerdatabase.com/Hertz/DCX_130.3	2 Way	5	130	88.1	82.0	4.30	0.93	0.76	2.0	40	80	4	3.3		98.4	7.4	6.7	510	7	0.89
Hertz	DCX 160.3	loudspeakerdatabase.com/Hertz/DCX_160.3	2 Way	6	160	88.7	70.0	6.30	0.69	0.62	2.7	60	120	4	3.2	0.18	118.3	10	9	520	10.32	0.7
Hertz	DCX 165.3	loudspeakerdatabase.com/Hertz/DCX_165.3	2 Way	6.5	165	88.8	68.0	7.54	0.96	0.85	2.0	60	120	4	3.3		143.4	11	9.8	490	14.3	0.62
Hertz	DCX 170.3	loudspeakerdatabase.com/Hertz/DCX_170.3	2 Way	6.7	170	89.9	85.0	4.39	1.21	0.95	2.0	50	100	4	3.6		141.1	8.8	7.6	400	11.3	1.07
Hertz	DCX 460.3	loudspeakerdatabase.com/Hertz/DCX_460.3	2 Way	4	102	90.0	90.0	5.20	0.92	0.79	2.0	40	80	4	3.3		103.3	6	5.5	410	6.2	0.65
Hertz	DCX 570.3	loudspeakerdatabase.com/Hertz/DCX_570.3	2 Way	5	127	89.2	81.0	4.56	1.00	0.82	2.0	60	120	4	3.3		144.8	10.8	9.9	360	10.7	1.21
Hertz	DCX 690.3	loudspeakerdatabase.com/Hertz/DCX_690.3	2 Way	6	152	89.9	66.0	4.06	1.55	1.12	2.0	90	180	4	3.4		227.5	16.5	14.9	350	25.7	1.69
Hertz	DCX 710.3	loudspeakerdatabase.com/Hertz/DCX_710.3	2 Way	7	178	90.6	69.0	5.50	1.31	1.06	4.0	150	300	4	3.3		259.9	22	19.7	240	23	1.73
Hertz	DCX 87.3	loudspeakerdatabase.com/Hertz/DCX_87.3	2 Way	3.4	87	89.0	190	5.66	1.25	1.00	1.5	30	60	4	3.1		37.6	2	1.8	350	0.7	0.42
Hertz	DS 25.3	loudspeakerdatabase.com/Hertz/DS_25.3	Subwoofer	10	250	84.9	36.0	5.00	1.13	0.92	9.0	150	600	4	3.3	2.15	364.9	106	101.1	180	34	4.8
Hertz	DS 30.3	loudspeakerdatabase.com/Hertz/DS_30.3	Subwoofer	12	300	87.4	32.0	5.14	0.71	0.62	9.0	250	1000	4	3.3	2.2	523.6	133	124.6	180	70	5.2
Hertz	DSK130.3	loudspeakerdatabase.com/Hertz/DSK130.3	2 Way Kit	5	130	88.3	81.0	4.30	0.93	0.76	2.0	60	120	4	3.3	0.26	98.4	7.4	6.7	510	7	0.88
Hertz	DSK160.3	loudspeakerdatabase.com/Hertz/DSK160.3	2 Way Kit	6	160	88.8	70.0	6.30	0.69	0.62	2.7	80	160	4	3.2	0.18	120.4	10	9	500	10.28	0.7
Hertz	DSK165.3	loudspeakerdatabase.com/Hertz/DSK165.3	2 Way Kit	6.5	165	88.6	67.0	7.59	0.90	0.81	2.0	80	160	4	3.3	0.26	142.1	11.3	10.1	510	14.6	0.63
Hertz	DSK170.3	loudspeakerdatabase.com/Hertz/DSK170.3	2 Way Kit	6.7	170	89.5	79.0	5.78	1.15	0.96	2.0	80	160	4	3.6	0.26	141.1	10	8.8	400	11.3	0.86
Hertz	HMS 10 B	loudspeakerdatabase.com/Hertz/HMS_10_B	Subwoofer	10	250	87.1	41.0	11.00	0.76	0.71	13.5	250	500	4	4.5	0.9	344.3	69	64.5	220	37	1.62
Hertz	HMS 10 B-C2	loudspeakerdatabase.com/Hertz/HMS_10_B-C2	Subwoofer	10	250	95.8	41.0	11.00	0.76	0.71	13.5	250	500	4	4.5	0.14	281.2	12	8.4	330	37	0.28
Hertz	HMX 6.5	loudspeakerdatabase.com/Hertz/HMX_6.5	2 Way	6.5	165	87.5	65.0	11.50	0.75	0.70	3.65	75	150	4	3.5	0.53	124.5	14	12.9	400	8.8	0.5
Hertz	HMX 6.5 LD	loudspeakerdatabase.com/Hertz/HMX_6.5_LD	2 Way	6.5	165	87.5	65.0	11.50	0.75	0.70	3.65	75	150	4	3.5	0.53	124.5	14	12.9	400	8.8	0.5
Hertz	HMX 6.5 S	loudspeakerdatabase.com/Hertz/HMX_6.5_S	2 Way	6.5	165	87.5	65.0	11.50	0.75	0.70	3.65	75	150	4	3.5	0.53	124.5	14	12.9	400	8.8	0.5
Hertz	HMX 6.5 S LD	loudspeakerdatabase.com/Hertz/HMX_6.5_S_LD	2 Way	6.5	165	87.5	65.0	11.50	0.75	0.70	3.65	75	150	4	3.5	0.53	124.5	14	12.9	400	8.8	0.5
Hertz	HMX 8	loudspeakerdatabase.com/Hertz/HMX_8	2 Way	8	200	89.4	50.0	11.00	0.61	0.58	4.5	100	200	4	3.1	0.52	236.9	27.3	24.8	370	29.46	0.78
Hertz	HMX 8 LD	loudspeakerdatabase.com/Hertz/HMX_8_LD	2 Way	8	200	89.4	50.0	11.00	0.61	0.58	4.5	100	200	4	3.1	0.52	236.9	27.3	24.8	370	29.46	0.78
Hertz	HMX 8 S	loudspeakerdatabase.com/Hertz/HMX_8_S	2 Way	8	200	89.4	50.0	11.00	0.61	0.58	4.5	100	200	4	3.1	0.52	236.9	27.3	24.8	370	29.46	0.78
Hertz	HMX 8 S LD	loudspeakerdatabase.com/Hertz/HMX_8_S_LD	2 Way	8	200	89.4	50.0	11.00	0.61	0.58	4.5	100	200	4	3.1	0.52	236.9	27.3	24.8	370	29.46	0.78
Hertz	ML 1650.3 LEGEND	loudspeakerdatabase.com/Hertz/ML_1650.3_LEGEND	Woofer	6.5	165	89.0	65.0	5.30	0.52	0.52	5.0	125	250	4	3.3	0.24	139.7	17.5	16.3	300	8.3	1.35
Hertz	ML 1800.3 LEGEND	loudspeakerdatabase.com/Hertz/ML_1800.3_LEGEND	Woofer	7	180	87.9	60.0	7.22	0.53	0.50	4.0	200	400	4	3.2	0.35	169.3	27.5	25.9	300	12.2	1.44
Hertz	ML 2000.3 LEGEND	loudspeakerdatabase.com/Hertz/ML_2000.3_LEGEND	Subwoofer	8	200	81.8	40.0	5.00	0.63	0.56	13.0	700	1400	4	2.7	0.72	211.3	110	107.7	150	9.5	5.53
Hertz	ML 2500.3 LEGEND	loudspeakerdatabase.com/Hertz/ML_2500.3_LEGEND	Subwoofer	10	250	83.7	33.0	7.50	0.65	0.63	17.0	700	1400	4	2.8	1.05	364.1	175	169.9	125	23.5	4.84
Hertz	ML 700.3 LEGEND	loudspeakerdatabase.com/Hertz/ML_700.3_LEGEND	Mid-range	3	70	85.7	110	4.00	0.67	0.57	1.1	50	100	4	3.8	0.05	33.3	2.7	2.6	700	1.1	0.47
Hertz	MP 165.3 PRO	loudspeakerdatabase.com/Hertz/MP_165.3_PRO	Woofer	6.5	165	88.4	70.0	4.60	0.67	0.58	4.0	90	180	4	3.1	0.3	136.4	14.9	13.7	360	9.5	1.42
Hertz	MP 165P.3 PRO	loudspeakerdatabase.com/Hertz/MP_165P.3_PRO	Woofer	6.5	165	89.0	75.0	5.20	0.63	0.56	4.5	100	200	3	2.6	0.28	137.1	15.1	13.9	300	8	1.37
Hertz	MP 250 D2.3 PRO	loudspeakerdatabase.com/Hertz/MP_250_D2.3_PRO	Subwoofer	10	250	83.4	30.0	5.92	0.60	0.54	17.0	600	1200	2	3.4	2.6	354.8	182	177.1	140	25	5.79
Hertz	MP 250 D4.3 PRO	loudspeakerdatabase.com/Hertz/MP_250_D4.3_PRO	Subwoofer	10	250	83.0	27.0	5.80	0.53	0.50	17.0	600	1200	4	7.2	6.4	348.5	187	182.2	180	31	5.47
Hertz	MP 300 D2.3 PRO	loudspeakerdatabase.com/Hertz/MP_300_D2.3_PRO	Subwoofer	12	300	84.9	23.0	5.90	0.53	0.48	16.0	600	1200	2	4.0	2.52	531.1	221	212.1	220	88	5.41
Hertz	MP 300 D4.3 PRO	loudspeakerdatabase.com/Hertz/MP_300_D4.3_PRO	Subwoofer	12	300	85.3	24.0	5.90	0.45	0.42	17.0	600	1200	4	7.6	6.4	524.0	235	226.2	190	74	6.01
Hertz	MP 70.3 PRO	loudspeakerdatabase.com/Hertz/MP_70.3_PRO	Mid-range	3	70	83.6	110	4.60	1.00	0.82	1.5	50	100	4	3.7	0.12	31.7	2.9	2.8	700	1	0.44
Hertz	MPK 130.3 PRO	loudspeakerdatabase.com/Hertz/MPK_130.3_PRO	2 Way Kit	5	130	88.0	90.0	5.10	0.74	0.64	2.75	100	200	4	3.1	0.25	93.9	10.5	9.9	240	3	1.16
Hertz	MPK 165.3 PRO	loudspeakerdatabase.com/Hertz/MPK_165.3_PRO	2 Way Kit	6.5	165	88.4	70.0	4.60	0.67	0.58	4.0	110	220	4	3.1	0.3	136.4	14.9	13.7	360	9.5	1.42
Hertz	MPS 250 S2	loudspeakerdatabase.com/Hertz/MPS_250_S2	Subwoofer	10	250	82.9	28.0	5.30	0.45	0.41	16.8	500	1000	2	2.2	2.67	364.5	250	244.8	130	24.5	8.3
Hertz	MPS 250 S4	loudspeakerdatabase.com/Hertz/MPS_250_S4	Subwoofer	10	250	83.4	29.0	5.60	0.52	0.48	16.8	500	1000	4	3.3	3.65	368.6	234	228.7	110	21.2	7.61
Hertz	MPS 300 S2	loudspeakerdatabase.com/Hertz/MPS_300_S2	Subwoofer	12	300	83.9	24.0	7.50	0.55	0.51	16.8	500	1000	2	1.9	1.48	534.8	295	286.1	160	64.9	5.93
Hertz	MPS 300 S4	loudspeakerdatabase.com/Hertz/MPS_300_S4	Subwoofer	12	300	84.3	23.0	6.30	0.45	0.42	16.8	500	1000	4	3.4	3.75	540.4	320	311	150	62.13	7.34
Hertz	MPX 165.3 PRO	loudspeakerdatabase.com/Hertz/MPX_165.3_PRO	2 Way	6.5	165	87.5	90.0	5.50	1.06	0.88	3.0	100	200	4	3.1	0.01	137.1	18.9	17.7	150	4	1.94
Hertz	MPX 690.3 PRO	loudspeakerdatabase.com/Hertz/MPX_690.3_PRO	3 Way	6	152	89.4	50.0	2.00	0.55	0.43	4.0	130	260	4	3.0	0.07	223.1	30	28.4	340	24	4.71
Hertz	S 300 S4	loudspeakerdatabase.com/Hertz/S_300_S4	Subwoofer	12	300	88.2	33.0	7.80	0.65	0.60	9.1	250	1000	4	3.6		525.3	112	103.5	210	82.2	2.98
Hertz	SS 12 D2	loudspeakerdatabase.com/Hertz/SS_12_D2	Subwoofer	12	300	84.8	36.0	7.00	0.70	0.64	15.4	1000	2000	2	3.8	3.6	497.0	282.8	274.6	70	24.52	9.14
Hertz	SS 15 D2	loudspeakerdatabase.com/Hertz/SS_15_D2	Subwoofer	15	380	87.6	31.0	7.40	0.66	0.61	15.4	1200	2400	2	3.8	4.0	832.6	361	344	70	68.83	9.5
Hertz	SV 165 NEO	loudspeakerdatabase.com/Hertz/SV_165_NEO	Mid-range	6.5	165	89.9	110	8.70	0.62	0.58	1.5	150	400	4	3.2	0.06	129.2	14.7	13.6	150	3.55	1.17
Hertz	SV 165.1	loudspeakerdatabase.com/Hertz/SV_165.1	Mid-range	6.5	165	92.2	110	5.53	0.55	0.50	1.2	150	400	4	3.2	0.26	128.0	10.4	9.3	200	4.65	1.3
Hertz	SV 200 NEO	loudspeakerdatabase.com/Hertz/SV_200_NEO	Mid-range	8	200	95.0	103	7.40	0.55	0.52	2.7	200	500	4	3.2	0.06	218.2	19.9	17.5	120	8.1	1.74
Hertz	SV 200.1	loudspeakerdatabase.com/Hertz/SV_200.1	Mid-range	8	200	95.4	120	10.30	0.58	0.55	1.5	250	500	4	3.3	0.22	230.0	16.5	14.1	100	7.5	1.21
Hertz	SV 200L	loudspeakerdatabase.com/Hertz/SV_200L	Woofer	8	200	89.9	44.0	3.32	0.36	0.33	4.5	250	500	4	3.0	0.75	220.6	31.5	29.1	420	29	2.62
Hertz	SV 250.1	loudspeakerdatabase.com/Hertz/SV_250.1	Mid-range	10	250	97.4	90.0	12.10	0.42	0.40	3.0	250	500	4	3.3	0.23	342.8	26.5	21.9	120	20	1.24
JL Audio	10TW1-2	loudspeakerdatabase.com/JL/10TW1-2	Subwoofer	10	250	82.7	41.5	9.70	0.70	0.65	10.0	300	600	2	2.4		268.0	146	142.5	101	10.31	3.92
JL Audio	10TW1-4	loudspeakerdatabase.com/JL/10TW1-4	Subwoofer	10	250	82.4	38.1	10.07	0.64	0.60	10.0	300	600	4	3.5		268.0	146.7	143.2	119	12.15	3.49
JL Audio	10TW3-D4	loudspeakerdatabase.com/JL/10TW3-D4	Subwoofer	10	250	82.1	32.3	11.35	0.66	0.62	15.2	400	800	4	9.0		365.0	231.2	226.1	105	19.82	4.13
JL Audio	10TW3-D8	loudspeakerdatabase.com/JL/10TW3-D8	Subwoofer	10	250	82.3	39.3	9.84	0.83	0.76	15.2	400	800	8	15.0		365.0	216.2	211.1	76	14.44	5.42
JL Audio	10W0v3-4	loudspeakerdatabase.com/JL/10W0v3-4	Subwoofer	10	250	84.0	32.1	10.75	0.64	0.60	11.4	300	600	4	4.3		316.0	112.3	108	219	31.01	2.11
JL Audio	10W1v3-2	loudspeakerdatabase.com/JL/10W1v3-2	Subwoofer	10	250	83.8	25.2	7.25	0.46	0.44	11.0	300	600	2	2.2		346.0	153	148.2	260	44.15	3.35
JL Audio	10W1v3-4	loudspeakerdatabase.com/JL/10W1v3-4	Subwoofer	10	250	84.0	26.2	7.24	0.48	0.45	11.0	300	600	4	3.9		346.0	144.7	139.9	256	43.41	3.28
JL Audio	10W3v3-2	loudspeakerdatabase.com/JL/10W3v3-2	Subwoofer	10	250	85.4	33.0	7.03	0.53	0.50	14.0	500	1000	2	1.7		345.0	122	117.2	191	32.17	3.6
JL Audio	10W3v3-4	loudspeakerdatabase.com/JL/10W3v3-4	Subwoofer	10	250	84.7	31.5	7.02	0.52	0.49	14.0	500	1000	4	3.6		345.0	133.7	128.9	191	32.23	3.77
JL Audio	10W6v3-D4	loudspeakerdatabase.com/JL/10W6v3-D4	Subwoofer	10	250	82.6	30.1	9.23	0.54	0.51	19.0	600	1200	4	6.5		318.0	172.4	168.1	162	23.25	3.54
JL Audio	10W7AE-3	loudspeakerdatabase.com/JL/10W7AE-3	Subwoofer	10	250	84.5	30.6	7.65	0.58	0.54	23.0	750	1500	3	2.8		386.0	158.2	152.8	171	36.1	3.98
JL Audio	12TW1-2	loudspeakerdatabase.com/JL/12TW1-2	Subwoofer	12	300	85.3	35.1	10.66	0.61	0.58	10.0	300	600	2	2.4		436.0	194.4	187.4	106	28.54	4.02
JL Audio	12TW1-4	loudspeakerdatabase.com/JL/12TW1-4	Subwoofer	12	300	85.2	32.4	11.07	0.56	0.53	10.0	300	600	4	3.5		436.0	193.6	186.6	125	33.67	3.56
JL Audio	12TW3-D4	loudspeakerdatabase.com/JL/12TW3-D4	Subwoofer	12	300	84.0	26.5	10.77	0.56	0.53	15.2	400	800	4	9.3		539.0	306.6	297.6	118	48.73	4.73
JL Audio	12TW3-D8	loudspeakerdatabase.com/JL/12TW3-D8	Subwoofer	12	300	85.2	32.7	10.07	0.56	0.67	15.2	400	800	8	14.8		539.0	286.1	277.1	83	34.12	5.83
JL Audio	12W0v3-4	loudspeakerdatabase.com/JL/12W0v3-4	Subwoofer	12	300	85.6	28.4	10.71	0.72	0.67	11.4	300	600	4	4.3		481.0	143.8	135.9	218	71.64	2.4
JL Audio	12W1v3-2	loudspeakerdatabase.com/JL/12W1v3-2	Subwoofer	12	300	85.9	26.6	8.73	0.55	0.52	11.0	300	600	2	2.2		525.0	195.3	186.6	184	72.04	3.73
JL Audio	12W1v3-4	loudspeakerdatabase.com/JL/12W1v3-4	Subwoofer	12	300	86.0	26.2	8.20	0.54	0.50	11.0	300	600	4	3.9		525.0	188.1	179.4	196	76.63	3.78
JL Audio	12W3v3-2	loudspeakerdatabase.com/JL/12W3v3-2	Subwoofer	12	300	87.1	28.0	7.68	0.53	0.50	13.0	500	1000	2	1.7		520.0	156.4	147.8	207	79.47	3.58
JL Audio	12W3v3-4	loudspeakerdatabase.com/JL/12W3v3-4	Subwoofer	12	300	86.9	26.7	7.57	0.47	0.44	13.0	500	1000	4	3.6		520.0	168.9	160.3	210	80.54	3.74
JL Audio	12W6v3-D4	loudspeakerdatabase.com/JL/12W6v3-D4	Subwoofer	12	300	85.2	26.9	9.37	0.49	0.46	19.0	600	1200	4	6.5		486.0	215.8	207.8	162	54.37	3.9
JL Audio	12W7AE-3	loudspeakerdatabase.com/JL/12W7AE-3	Subwoofer	12	300	86.1	27.2	7.81	0.51	0.48	29.0	1000	2000	3	2.5		542.0	216.7	207.7	158	66	4.74
JL Audio	13TW5v2-2	loudspeakerdatabase.com/JL/13TW5v2-2	Subwoofer	13.5	345	85.6	26.0	10.65	0.51	0.48	11.0	600	1200	2	2.1		634.0	335.9	324.9	112	64	5.14
JL Audio	13TW5v2-4	loudspeakerdatabase.com/JL/13TW5v2-4	Subwoofer	13.5	345	85.7	27.6	10.69	0.55	0.53	11.0	600	1200	4	3.5		634.0	313.5	302.5	106	60.31	5.09
JL Audio	13W3v3-2	loudspeakerdatabase.com/JL/13W3v3-2	Subwoofer	13.5	345	87.6	24.7	6.94	0.54	0.50	15.5	600	1200	2	1.7		670.0	201.5	189	206	131.26	4.51
JL Audio	13W3v3-4	loudspeakerdatabase.com/JL/13W3v3-4	Subwoofer	13.5	345	87.6	23.7	6.77	0.47	0.44	15.5	600	1200	4	3.6		670.0	212.4	199.9	213	135.74	4.66
JL Audio	13W7AE-D1.5	loudspeakerdatabase.com/JL/13W7AE-D1.5	Subwoofer	13.5	345	86.5	23.5	7.52	0.48	0.45	32.0	1500	3000	2	2.4		693.0	299.8	286.9	153	104.3	5.89
JL Audio	15W0v3-4	loudspeakerdatabase.com/JL/15W0v3-4	Subwoofer	15	380	88.0	24.4	9.47	0.51	0.48	12.7	500	1000	4	3.6		789.0	258.8	242.6	164	144.6	4.19
JL Audio	6W3v3-4	loudspeakerdatabase.com/JL/6W3v3-4	Subwoofer	6.5	165	80.5	41.8	11.03	0.53	0.51	8.89	150	300	4	3.5		112.0	50.3	49.3	288	5.13	1.2
JL Audio	8W1v3-4	loudspeakerdatabase.com/JL/8W1v3-4	Subwoofer	8	200	84.6	35.4	5.79	0.45	0.42	8.0	150	300	4	4.1		211.0	66.3	64	305	19.26	2.55
JL Audio	8W3v3-4	loudspeakerdatabase.com/JL/8W3v3-4	Subwoofer	8	200	83.1	35.1	7.07	0.50	0.47	10.0	250	500	4	3.8		210.0	84.1	81.8	244	15.29	2.63
JL Audio	8W7AE-3	loudspeakerdatabase.com/JL/8W7AE-3	Subwoofer	8	200	82.8	35.2	9.50	0.65	0.61	19.0	500	1000	3	2.8		245.0	100.2	97.4	204	17.4	2.33
JL Audio	C7-350cm	loudspeakerdatabase.com/JL/C7-350cm	Mid-range	3.5	90	86.5	157	6.45	0.59	0.54	1.0	100	200	4	3.2		34.3	4	3.8	257	0.43	0.61
JL Audio	C7-650cw	loudspeakerdatabase.com/JL/C7-650cw	Woofer	6.5	165	86.8	54.5	6.27	0.67	0.61	5.0	125	250	4	3.1		138.1	17.7	16.4	482	13.05	0.97
JL Audio	M10IB5-SG-TB	loudspeakerdatabase.com/JL/M10IB5-SG-TB	Subwoofer	10	250	86.9	46.0	10.69	0.86	0.80	13.0	250	500	4	4.2		323.0	68.8	64.3	174	25.75	1.86
JL Audio	M10W5-SG-TB	loudspeakerdatabase.com/JL/M10W5-SG-TB	Subwoofer	10	250	86.5	31.6	8.95	0.48	0.46	13.2	250	500	4	3.6		323.0	84.3	79.8	302	44.75	1.87
JL Audio	M12IB6-SG-TB	loudspeakerdatabase.com/JL/M12IB6-SG-TB	Subwoofer	12	300	87.0	35.3	10.39	0.86	0.79	18.5	600	1200	4	3.5		520.0	138	128.7	147	56.35	2.95
JL Audio	M8IB5-SG-TB	loudspeakerdatabase.com/JL/M8IB5-SG-TB	Subwoofer	8	200	86.9	53.4	11.83	0.83	0.78	14.0	200	400	4	3.0		227.0	40.6	38	219	16	1.15
JL Audio	M8W5-SG-TB	loudspeakerdatabase.com/JL/M8W5-SG-TB	Subwoofer	8	200	85.7	40.5	13.11	0.68	0.64	14.0	200	400	4	3.1		227.0	46.9	44.3	329	24.07	0.91
JL Audio	MX10IB3-SG-TB	loudspeakerdatabase.com/JL/MX10IB3-SG-TB	Subwoofer	10	250	87.2	41.8	11.75	0.81	0.75	11.0	175	350	4	4.0		327.0	60	55.4	241	36.53	1.34
Jensen	BP 10/150	loudspeakerdatabase.com/Jensen/BP10-150	Bass Guitar Speaker	10	266	94.2	55.0	5.93	0.35	0.33	2.4	150	300	8	6.1	0.85	330.1	30.7	26.2	276	42.6	1.79
Jensen	BP 12/250	loudspeakerdatabase.com/Jensen/BP12-250	Bass Guitar Speaker	12	318	95.6	50.2	5.14	0.34	0.32	3.1	250	500	8	6.2	0.94	490.9	46.6	38.5	216	73.5	2.86
Jensen	BP 15/250	loudspeakerdatabase.com/Jensen/BP15-250	Bass Guitar Speaker	15	385	94.9	47.0	4.26	0.58	0.51	3.4	250	500	8	6.6	1.07	754.8	69.7	54.6	164	133.1	4.83
Jensen	BP 8/150	loudspeakerdatabase.com/Jensen/BP8-150	Bass Guitar Speaker	8	209	93.2	74.7	3.61	0.36	0.33	3.1	150	300	8	6.1	0.71	213.8	22.4	20.1	203	13.1	2.91
Jensen	BS 10N/250A	loudspeakerdatabase.com/Jensen/BS10N-250A	Bass Guitar Speaker	10	268	92.6	58.0	6.45	0.46	0.43	5.0	250	500	8	5.1	0.84	346.3	41.9	37.1	180	30.9	2.37
Jensen	BS 12N/250A	loudspeakerdatabase.com/Jensen/BS12N-250A	Bass Guitar Speaker	12	320	94.0	47.0	12.58	0.45	0.43	5.5	250	500	8	5.5	1.0	530.9	56.7	47.8	200	81.3	1.33
Jensen	BS 15N/350A	loudspeakerdatabase.com/Jensen/BS15N-350A	Bass Guitar Speaker	15	388	96.1	45.0	7.64	0.49	0.46	5.5	350	700	8	5.1	0.78	855.3	80.9	63.5	158	163.1	2.99
